cd,dt,ncv,cv,cr,ov,hv,lv
KOSPI,20050629,999.08,4.34,0.44,1000.27,1006.19,994.29
KOSPI,20050628,994.74,3.63,0.37,989.54,995.45,987.78
KOSPI,20050627,991.11,-11.32,-1.13,996.73,997.71,985.93
KOSPI,20050624,1002.43,-8.37,-0.83,1001.62,1007.95,995.55
KOSPI,20050623,1010.8,8.65,0.86,1002.24,1010.91,1001.13
KOSPI,20050622,1002.15,12.16,1.23,988.46,1003.34,986.64
KOSPI,20050621,989.99,-4.66,-0.47,992.25,997.8,986.61
KOSPI,20050620,994.65,-9.03,-0.9,1003.8,1004.21,991.47
KOSPI,20050617,1003.68,0.54,0.05,1006.65,1007.2,997.44
KOSPI,20050616,1003.14,1.2,0.12,1000.71,1006.32,999.53
KOSPI,20050615,1001.94,18.19,1.85,984.58,1001.94,981.95
KOSPI,20050614,983.75,-6.74,-0.68,989.65,994.07,982.59
KOSPI,20050613,990.49,-0.3,-0.03,993.14,999.36,989.76
KOSPI,20050610,990.79,3.21,0.33,987.02,994.9,983.76
KOSPI,20050609,987.58,11.36,1.16,972.75,987.58,970.97
KOSPI,20050608,976.22,5.34,0.55,968.44,977.55,968.36
KOSPI,20050607,970.88,-5.21,-0.53,975.39,975.39,968.28
KOSPI,20050603,976.09,5.21,0.54,972.72,976.09,970.01
KOSPI,20050602,970.88,1.37,0.14,976.97,979.36,970.88
KOSPI,20050601,969.51,-0.7,-0.07,964.08,972.56,963.78
KOSPI,20050531,970.21,1.17,0.12,968.78,972.17,960.39
KOSPI,20050530,969.04,8.13,0.85,962.25,969.04,959.98
KOSPI,20050527,960.91,17.0,1.8,953.8,962.9,950.74
KOSPI,20050526,943.91,2.61,0.28,940.71,943.94,938.88
KOSPI,20050525,941.3,-10.31,-1.08,951.37,955.74,939.65
KOSPI,20050524,951.61,0.56,0.06,954.92,955.71,947.59
KOSPI,20050523,951.05,-1.14,-0.12,955.05,955.05,946.8
KOSPI,20050520,952.19,0.1,0.01,954.66,956.06,948.38
KOSPI,20050519,952.09,21.73,2.34,941.31,952.74,941.31
KOSPI,20050518,930.36,3.2,0.35,935.18,937.0,926.97
KOSPI,20050517,927.16,-1.88,-0.2,938.27,940.8,921.77
KOSPI,20050516,929.04,5.85,0.63,925.41,935.53,925.05
KOSPI,20050513,923.19,1.98,0.21,918.77,925.08,910.72
KOSPI,20050512,921.21,-2.17,-0.24,923.26,928.87,921.21
KOSPI,20050511,923.38,-10.9,-1.17,927.31,928.43,921.01
KOSPI,20050510,934.28,-0.92,-0.1,939.18,941.45,933.56
KOSPI,20050509,935.2,-5.65,-0.6,942.01,942.32,926.48
KOSPI,20050506,940.85,11.5,1.24,933.38,942.67,933.24
KOSPI,20050504,929.35,15.53,1.7,916.29,931.19,916.29
KOSPI,20050503,913.82,-4.6,-0.5,920.94,923.53,911.14
KOSPI,20050502,918.42,7.12,0.78,916.48,918.45,912.43
KOSPI,20050429,911.3,-6.43,-0.7,907.63,914.25,902.88
KOSPI,20050428,917.73,-12.43,-1.34,931.34,931.96,917.71
KOSPI,20050427,930.16,-14.3,-1.51,936.34,936.37,924.44
KOSPI,20050426,944.46,-1.71,-0.18,947.31,949.33,944.3
KOSPI,20050425,946.17,5.38,0.57,936.25,946.87,932.76
KOSPI,20050422,940.79,1.65,0.18,952.8,952.96,940.78
KOSPI,20050421,939.14,1.78,0.19,925.17,941.63,916.74
KOSPI,20050420,937.36,4.91,0.53,940.36,948.73,930.06
KOSPI,20050419,932.45,7.45,0.81,931.6,936.7,928.77
KOSPI,20050418,925.0,-22.22,-2.35,930.85,934.37,917.41
KOSPI,20050415,947.22,-6.7,-0.7,954.61,955.38,940.04
KOSPI,20050414,953.92,-27.39,-2.79,973.4,973.86,953.92
KOSPI,20050413,981.31,-0.48,-0.05,985.82,986.82,979.31
KOSPI,20050412,981.79,-4.15,-0.42,982.44,985.99,979.73
KOSPI,20050411,985.94,-6.23,-0.63,988.21,988.5,981.74
KOSPI,20050408,992.17,3.27,0.33,995.87,996.9,989.56
KOSPI,20050407,988.9,0.9,0.09,991.36,993.03,985.87
KOSPI,20050406,988.0,5.5,0.56,985.65,990.34,975.28
KOSPI,20050404,982.5,0.6,0.06,981.0,984.09,976.28
KOSPI,20050401,981.9,16.22,1.68,963.78,982.49,963.57
KOSPI,20050331,965.68,10.23,1.07,969.85,970.38,961.54
KOSPI,20050330,955.45,-3.51,-0.37,952.4,957.08,946.41
KOSPI,20050329,958.96,-18.74,-1.92,977.98,978.47,956.34
KOSPI,20050328,977.7,12.4,1.28,969.48,981.54,969.48
KOSPI,20050325,965.3,8.97,0.94,960.65,965.42,956.45
KOSPI,20050324,956.33,-10.48,-1.08,970.29,972.85,949.98
KOSPI,20050323,966.81,-13.6,-1.39,974.22,980.65,964.08
KOSPI,20050322,980.41,1.14,0.12,978.09,986.15,972.94
KOSPI,20050321,979.27,-0.45,-0.05,979.31,986.88,968.95
KOSPI,20050318,979.72,-0.33,-0.03,981.13,988.37,977.29
KOSPI,20050317,980.05,-13.08,-1.32,983.52,988.37,972.9
KOSPI,20050316,993.13,0.0,0.0,990.54,997.57,982.22
KOSPI,20050315,993.13,-26.56,-2.6,1024.08,1024.34,992.46
KOSPI,20050314,1019.69,-3.1,-0.3,1018.33,1021.3,1015.17
KOSPI,20050311,1022.79,24.13,2.42,1006.5,1022.79,1006.5
KOSPI,20050310,998.66,-10.13,-1.0,1007.21,1012.81,998.66
KOSPI,20050309,1008.79,8.51,0.85,996.86,1008.79,990.44
KOSPI,20050308,1000.28,-7.22,-0.72,1010.62,1012.4,995.92
KOSPI,20050307,1007.5,-5.46,-0.54,1021.63,1025.08,998.89
KOSPI,20050304,1012.96,2.04,0.2,1013.79,1016.18,1007.68
KOSPI,20050303,1010.92,3.44,0.34,1008.22,1015.28,999.86
KOSPI,20050302,1007.48,-3.88,-0.38,1015.16,1015.51,1003.11
KOSPI,20050228,1011.36,14.41,1.45,1003.65,1011.65,999.1
KOSPI,20050225,996.95,9.85,1.0,994.01,1000.26,990.2
KOSPI,20050224,987.1,18.67,1.93,972.95,989.27,971.54
KOSPI,20050223,968.43,-9.37,-0.96,968.16,971.71,963.9
KOSPI,20050222,977.8,-10.91,-1.1,988.63,990.62,975.57
KOSPI,20050221,988.71,4.61,0.47,992.46,992.46,982.96
KOSPI,20050218,984.1,11.54,1.19,969.13,984.1,967.04
KOSPI,20050217,972.56,1.0,0.1,972.9,974.77,968.53
KOSPI,20050216,971.56,2.68,0.28,973.61,979.0,965.58
KOSPI,20050215,968.88,4.09,0.42,965.74,968.88,961.07
KOSPI,20050214,964.79,17.56,1.85,957.22,967.8,954.36
KOSPI,20050211,947.23,-1.96,-0.21,944.28,947.94,936.17
KOSPI,20050207,949.19,15.64,1.68,942.15,949.45,941.14
KOSPI,20050204,933.55,4.76,0.51,928.21,936.45,926.1
KOSPI,20050203,928.79,7.35,0.8,922.43,930.73,921.04
KOSPI,20050202,921.44,-2.25,-0.24,925.98,926.54,918.44
KOSPI,20050201,923.69,-9.01,-0.97,930.16,931.86,923.08
KOSPI,20050131,932.7,11.11,1.21,920.99,934.1,920.99
KOSPI,20050128,921.59,-3.28,-0.35,924.09,924.91,915.74
KOSPI,20050127,924.87,-2.13,-0.23,928.67,930.59,920.93
KOSPI,20050126,927.0,11.9,1.3,918.75,930.2,917.09
KOSPI,20050125,915.1,-8.01,-0.87,915.94,918.08,911.26
KOSPI,20050124,923.11,3.5,0.38,918.21,928.52,911.75
KOSPI,20050121,919.61,10.24,1.13,910.04,920.35,906.23
KOSPI,20050120,909.37,-6.9,-0.75,910.4,914.93,907.51
KOSPI,20050119,916.27,-4.3,-0.47,923.36,926.71,914.3
KOSPI,20050118,920.57,-2.51,-0.27,923.52,926.85,920.08
KOSPI,20050117,923.08,17.98,1.99,915.22,925.01,912.68
KOSPI,20050114,905.1,19.56,2.21,879.83,905.52,877.44
KOSPI,20050113,885.54,5.51,0.63,881.39,886.73,876.72
KOSPI,20050112,880.03,-4.26,-0.48,884.47,886.79,878.03
KOSPI,20050111,884.29,10.11,1.16,874.79,884.29,869.91
KOSPI,20050110,874.18,3.34,0.38,872.82,875.0,866.17
KOSPI,20050107,870.84,-0.44,-0.05,876.36,878.89,866.72
KOSPI,20050106,871.28,-13.91,-1.57,878.23,886.31,871.28
KOSPI,20050105,885.19,-1.71,-0.19,874.92,885.2,873.18
KOSPI,20050104,886.9,-6.81,-0.76,890.56,895.4,884.94
KOSPI,20050103,893.71,-2.21,-0.25,896.0,897.59,890.93
KOSPI,20041230,895.92,11.65,1.32,886.2,896.1,885.43
KOSPI,20041229,884.27,5.84,0.66,869.23,884.27,868.04
KOSPI,20041228,878.43,1.45,0.17,874.53,881.28,872.33
KOSPI,20041227,876.98,-2.94,-0.33,881.82,882.78,873.84
KOSPI,20041224,879.92,3.04,0.35,877.4,879.92,872.92
KOSPI,20041223,876.88,-6.5,-0.74,890.32,890.32,873.11
KOSPI,20041222,883.38,0.56,0.06,888.2,890.81,880.38
KOSPI,20041221,882.82,-1.49,-0.17,882.9,887.38,876.35
KOSPI,20041220,884.31,9.18,1.05,872.3,884.49,870.6
KOSPI,20041217,875.13,1.43,0.16,874.23,880.95,868.61
KOSPI,20041216,873.7,4.86,0.56,869.92,878.67,868.9
KOSPI,20041215,868.84,19.44,2.29,854.99,868.87,853.64
KOSPI,20041214,849.4,5.2,0.62,846.02,852.26,842.7
KOSPI,20041213,844.2,-0.65,-0.08,841.34,847.92,838.1
KOSPI,20041210,844.85,-16.46,-1.91,862.16,862.77,841.77
KOSPI,20041209,861.31,-10.43,-1.2,870.61,871.87,855.88
KOSPI,20041208,871.74,10.67,1.24,855.53,871.74,855.07
KOSPI,20041207,861.07,-9.68,-1.11,867.83,872.39,861.07
KOSPI,20041206,870.75,-11.8,-1.34,875.53,876.38,867.7
KOSPI,20041203,882.55,-1.55,-0.18,890.59,893.42,877.46
KOSPI,20041202,884.1,7.3,0.83,891.14,893.51,882.58
KOSPI,20041201,876.8,-1.26,-0.14,874.47,878.91,871.13
KOSPI,20041130,878.06,12.66,1.46,865.78,878.06,857.85
KOSPI,20041129,865.4,7.28,0.85,861.17,867.37,855.81
KOSPI,20041126,858.12,-14.37,-1.65,877.82,883.85,856.89
KOSPI,20041125,872.49,-0.07,-0.01,873.87,879.92,871.12
KOSPI,20041124,872.56,12.16,1.41,859.5,873.73,855.35
KOSPI,20041123,860.4,10.41,1.22,857.51,862.43,851.18
KOSPI,20041122,849.99,-17.04,-1.97,857.33,858.46,844.11
KOSPI,20041119,867.03,-8.81,-1.01,878.59,882.12,863.52
KOSPI,20041118,875.84,-9.58,-1.08,886.38,888.07,874.96
KOSPI,20041117,885.42,8.81,1.01,881.26,889.71,876.75
KOSPI,20041116,876.61,-5.72,-0.65,882.97,885.55,875.78
KOSPI,20041115,882.33,5.66,0.65,879.88,891.71,876.7
KOSPI,20041112,876.67,15.41,1.79,875.48,882.59,870.99
KOSPI,20041111,861.26,0.72,0.08,856.66,867.25,855.51
KOSPI,20041110,860.54,16.39,1.94,847.53,860.54,847.53
KOSPI,20041109,844.15,-1.96,-0.23,845.49,850.13,840.24
KOSPI,20041108,846.11,-14.57,-1.69,865.65,865.94,845.79
KOSPI,20041105,860.68,9.48,1.11,862.44,865.38,857.74
KOSPI,20041104,851.2,-9.85,-1.14,860.19,860.19,851.2
KOSPI,20041103,861.05,14.38,1.7,848.83,861.16,844.27
KOSPI,20041102,846.67,11.01,1.32,839.59,849.71,838.39
KOSPI,20041101,835.66,0.82,0.1,832.52,842.16,831.32
KOSPI,20041029,834.84,1.3,0.16,826.89,835.26,823.07
KOSPI,20041028,833.54,23.63,2.92,825.85,833.54,821.54
KOSPI,20041027,809.91,-3.79,-0.47,820.73,822.3,803.72
KOSPI,20041026,813.7,5.56,0.69,812.18,817.0,809.79
KOSPI,20041025,808.14,-20.03,-2.42,816.11,816.54,801.01
KOSPI,20041022,828.17,7.54,0.92,824.12,832.1,822.2
KOSPI,20041021,820.63,-7.98,-0.96,830.24,831.05,814.64
KOSPI,20041020,828.61,-27.16,-3.17,851.42,851.43,827.68
KOSPI,20041019,855.77,7.5,0.88,860.87,863.75,851.92
KOSPI,20041018,848.27,6.33,0.75,845.0,851.97,840.6
KOSPI,20041015,841.94,-4.69,-0.55,837.96,849.92,833.45
KOSPI,20041014,846.63,-9.55,-1.12,849.09,852.56,839.87
KOSPI,20041013,856.18,-1.91,-0.22,863.26,866.07,852.65
KOSPI,20041012,858.09,-23.02,-2.61,878.25,878.56,856.67
KOSPI,20041011,881.11,-0.27,-0.03,876.56,882.05,873.16
KOSPI,20041008,881.38,-3.95,-0.45,877.89,892.12,877.34
KOSPI,20041007,885.33,-2.12,-0.24,887.39,891.25,878.8
KOSPI,20041006,887.45,2.61,0.29,885.94,896.24,879.58
KOSPI,20041005,884.84,4.0,0.45,882.5,887.61,876.56
KOSPI,20041004,880.84,34.83,4.12,859.12,880.84,858.92
KOSPI,20041001,846.01,10.92,1.31,835.5,846.01,834.75
KOSPI,20040930,835.09,2.99,0.36,829.93,836.54,827.17
KOSPI,20040924,832.1,2.42,0.29,828.78,836.38,823.05
KOSPI,20040923,829.68,-5.42,-0.65,829.32,834.0,824.85
KOSPI,20040922,835.1,-22.05,-2.57,861.8,863.19,835.1
KOSPI,20040921,857.15,0.28,0.03,859.2,861.31,854.1
KOSPI,20040920,856.87,8.76,1.03,849.46,862.98,849.45
KOSPI,20040917,848.11,-7.27,-0.85,854.35,859.57,846.08
KOSPI,20040916,855.38,4.75,0.56,846.08,863.12,844.06
KOSPI,20040915,850.63,-0.79,-0.09,851.52,856.39,848.79
KOSPI,20040914,851.42,-0.49,-0.06,857.74,859.93,848.08
KOSPI,20040913,851.91,15.57,1.86,842.15,852.06,841.41
KOSPI,20040910,836.34,14.46,1.76,826.06,837.37,816.64
KOSPI,20040909,821.88,6.03,0.74,815.65,823.19,809.03
KOSPI,20040908,815.85,-2.95,-0.36,820.18,828.38,815.33
KOSPI,20040907,818.8,-5.41,-0.66,822.29,824.96,817.68
KOSPI,20040906,824.21,3.52,0.43,823.64,824.98,817.18
KOSPI,20040903,820.69,-3.14,-0.38,826.0,826.26,814.09
KOSPI,20040902,823.83,6.47,0.79,818.69,823.83,815.74
KOSPI,20040901,817.36,13.79,1.72,803.51,817.37,801.58
KOSPI,20040831,803.57,-1.62,-0.2,800.62,805.26,797.62
KOSPI,20040830,805.19,-5.11,-0.63,811.55,815.05,802.75
KOSPI,20040827,810.3,0.09,0.01,812.65,814.05,806.75
KOSPI,20040826,810.21,6.24,0.78,808.11,813.77,808.11
KOSPI,20040825,803.97,11.63,1.47,791.0,804.83,790.17
KOSPI,20040824,792.34,4.69,0.6,791.38,793.5,781.46
KOSPI,20040823,787.65,0.01,0.0,792.5,796.84,783.5
KOSPI,20040820,787.64,-0.89,-0.11,785.82,789.23,783.06
KOSPI,20040819,788.53,15.34,1.98,780.26,789.78,780.26
KOSPI,20040818,773.19,2.16,0.28,772.84,776.15,768.94
KOSPI,20040817,771.03,-2.82,-0.36,782.59,783.48,768.76
KOSPI,20040816,773.85,-2.17,-0.28,774.29,777.96,767.26
KOSPI,20040813,776.02,9.32,1.22,762.81,777.84,761.61
KOSPI,20040812,766.7,13.64,1.81,755.43,767.03,753.67
KOSPI,20040811,753.06,4.44,0.59,752.6,758.61,751.26
KOSPI,20040810,748.62,6.49,0.87,738.92,748.63,738.36
KOSPI,20040809,742.13,8.18,1.11,728.66,742.61,724.5
KOSPI,20040806,733.95,-9.4,-1.26,733.76,745.05,733.24
KOSPI,20040805,743.35,13.94,1.91,730.64,743.37,726.87
KOSPI,20040804,729.41,2.97,0.41,719.61,729.41,713.99
KOSPI,20040803,726.44,6.85,0.95,726.88,728.13,722.46
KOSPI,20040802,719.59,-15.75,-2.14,730.61,730.64,719.59
KOSPI,20040730,735.34,4.73,0.65,737.92,741.32,734.15
KOSPI,20040729,730.61,-13.81,-1.86,742.58,742.58,730.47
KOSPI,20040728,744.42,5.91,0.8,747.02,748.82,740.19
KOSPI,20040727,738.51,2.3,0.31,735.22,739.6,726.71
KOSPI,20040726,736.21,-1.3,-0.18,730.15,739.56,729.8
KOSPI,20040723,737.51,-5.12,-0.69,742.51,743.65,733.74
KOSPI,20040722,742.63,-10.69,-1.42,738.98,744.5,733.41
KOSPI,20040721,753.32,16.32,2.21,750.59,756.44,747.89
KOSPI,20040720,737.0,-13.4,-1.79,742.24,745.41,737.0
KOSPI,20040719,750.4,11.01,1.49,730.58,750.4,729.57
KOSPI,20040716,739.39,6.65,0.91,728.37,741.41,717.77
KOSPI,20040715,732.74,-3.83,-0.52,735.85,739.07,720.92
KOSPI,20040714,736.57,-14.38,-1.91,745.43,751.6,734.85
KOSPI,20040713,750.95,4.68,0.63,753.03,753.21,740.16
KOSPI,20040712,746.27,-1.19,-0.16,752.71,757.9,740.98
KOSPI,20040709,747.46,3.82,0.51,745.09,751.92,741.26
KOSPI,20040708,743.64,-18.24,-2.39,753.68,759.71,743.64
KOSPI,20040707,761.88,3.41,0.45,742.21,761.93,735.72
KOSPI,20040706,758.47,1.75,0.23,753.14,763.93,751.26
KOSPI,20040705,756.72,1.3,0.17,754.16,758.72,744.39
KOSPI,20040702,755.42,-22.61,-2.91,764.38,764.54,754.26
KOSPI,20040701,778.03,-7.76,-0.99,784.85,792.77,776.35
KOSPI,20040630,785.79,7.07,0.91,783.24,787.6,777.73
KOSPI,20040629,778.72,7.77,1.01,766.82,780.57,763.34
KOSPI,20040628,770.95,-8.08,-1.04,777.85,780.31,764.29
KOSPI,20040625,779.03,15.9,2.08,763.02,780.0,760.57
KOSPI,20040624,763.13,24.2,3.28,752.64,763.42,747.51
KOSPI,20040623,738.93,-7.55,-1.01,753.28,755.88,737.23
KOSPI,20040622,746.48,-2.82,-0.38,744.86,749.26,732.79
KOSPI,20040621,749.3,7.57,1.02,745.22,758.58,743.69
KOSPI,20040618,741.73,-18.36,-2.42,751.69,754.05,732.89
KOSPI,20040617,760.09,7.75,1.03,756.92,760.1,742.47
KOSPI,20040616,752.34,0.24,0.03,756.33,769.66,746.48
KOSPI,20040615,752.1,13.31,1.8,747.54,752.54,729.06
KOSPI,20040614,738.79,-12.74,-1.7,744.25,761.29,737.65
KOSPI,20040611,751.53,-30.77,-3.93,780.16,780.41,748.34
KOSPI,20040610,782.3,-12.23,-1.54,785.83,794.16,776.61
KOSPI,20040609,794.53,-14.78,-1.83,816.93,820.68,794.1
KOSPI,20040608,809.31,-0.14,-0.02,817.11,820.87,804.43
KOSPI,20040607,809.45,28.71,3.68,788.41,809.51,788.41
KOSPI,20040604,780.74,10.68,1.39,772.94,781.96,764.93
KOSPI,20040603,770.06,-34.33,-4.27,810.98,812.54,770.06
KOSPI,20040602,804.39,-11.38,-1.4,808.84,811.59,797.68
KOSPI,20040601,815.77,11.93,1.48,807.55,817.0,804.31
KOSPI,20040531,803.84,-12.67,-1.55,811.46,811.59,793.77
KOSPI,20040528,816.51,14.05,1.75,811.54,816.64,805.21
KOSPI,20040527,802.46,18.4,2.35,802.4,810.69,797.11
KOSPI,20040525,784.06,-15.58,-1.95,791.38,791.67,776.71
KOSPI,20040524,799.64,13.28,1.69,795.99,802.04,790.73
KOSPI,20040521,786.36,18.57,2.42,780.99,786.36,768.63
KOSPI,20040520,767.79,-10.16,-1.31,766.04,782.92,757.49
KOSPI,20040519,777.95,35.96,4.85,752.5,784.14,751.59
KOSPI,20040518,741.99,13.01,1.78,724.68,748.26,716.95
KOSPI,20040517,728.98,-39.48,-5.14,766.56,774.39,723.51
KOSPI,20040514,768.46,-21.67,-2.74,798.8,802.32,759.65
KOSPI,20040513,790.13,-26.96,-3.3,815.28,816.26,790.13
KOSPI,20040512,817.09,26.07,3.3,802.88,820.72,801.28
KOSPI,20040511,791.02,0.34,0.04,789.54,802.29,776.72
KOSPI,20040510,790.68,-48.06,-5.73,831.1,831.37,771.31
KOSPI,20040507,838.74,1.06,0.13,837.73,843.01,819.61
KOSPI,20040506,837.68,-29.8,-3.44,864.52,865.1,836.15
KOSPI,20040504,867.48,1.37,0.16,871.57,876.3,865.68
KOSPI,20040503,866.11,3.27,0.38,863.03,867.25,856.84
KOSPI,20040430,862.84,-12.57,-1.44,867.99,875.51,854.39
KOSPI,20040429,875.41,-26.42,-2.93,890.61,896.45,872.63
KOSPI,20040428,901.83,-13.64,-1.49,917.32,919.86,901.82
KOSPI,20040427,915.47,-4.27,-0.46,918.82,921.42,911.56
KOSPI,20040426,919.74,-16.32,-1.74,935.01,935.28,919.27
KOSPI,20040423,936.06,12.05,1.3,938.25,939.52,929.8
KOSPI,20040422,924.01,-5.94,-0.64,931.09,933.84,921.97
KOSPI,20040421,929.95,11.05,1.2,910.68,931.21,910.68
KOSPI,20040420,918.9,16.8,1.86,909.91,919.13,902.47
KOSPI,20040419,902.1,3.22,0.36,900.48,902.1,891.27
KOSPI,20040416,898.88,-17.43,-1.9,903.84,908.72,897.73
KOSPI,20040414,916.31,-1.32,-0.14,909.95,919.38,907.36
KOSPI,20040413,917.63,-1.23,-0.13,925.19,927.67,916.2
KOSPI,20040412,918.86,13.42,1.48,905.44,926.07,905.44
KOSPI,20040409,905.44,-11.42,-1.25,910.48,910.48,901.24
KOSPI,20040408,916.86,6.93,0.76,913.52,916.86,908.07
KOSPI,20040407,909.93,3.74,0.41,906.78,915.13,903.24
KOSPI,20040406,906.19,22.5,2.55,899.43,906.43,898.0
KOSPI,20040402,883.69,0.94,0.11,886.09,889.6,882.82
KOSPI,20040401,882.75,2.25,0.26,878.78,883.23,875.09
KOSPI,20040331,880.5,7.04,0.81,881.75,883.88,868.41
KOSPI,20040330,873.46,-1.21,-0.14,879.41,879.41,870.86
KOSPI,20040329,874.67,10.72,1.24,868.1,878.37,867.21
KOSPI,20040326,863.95,10.57,1.24,866.29,873.01,861.63
KOSPI,20040325,853.38,-8.34,-0.97,862.3,868.78,849.56
KOSPI,20040324,861.72,-4.45,-0.51,860.39,867.15,856.54
KOSPI,20040323,866.17,2.48,0.29,854.92,868.99,849.76
KOSPI,20040322,863.69,-19.64,-2.22,878.62,881.0,862.63
KOSPI,20040319,883.33,10.51,1.2,874.57,883.33,868.97
KOSPI,20040318,872.82,0.44,0.05,879.22,879.56,869.09
KOSPI,20040317,872.38,22.25,2.62,858.15,872.78,857.29
KOSPI,20040316,850.13,-2.13,-0.25,843.83,850.15,838.11
KOSPI,20040315,852.26,3.46,0.41,855.84,857.96,848.23
KOSPI,20040312,848.8,-21.13,-2.43,866.72,867.35,822.05
KOSPI,20040311,869.93,-6.09,-0.7,869.67,878.1,866.33
KOSPI,20040310,876.02,-15.56,-1.75,887.11,890.33,874.58
KOSPI,20040309,891.58,-8.52,-0.95,891.1,893.73,888.46
KOSPI,20040308,900.1,-5.28,-0.58,909.15,910.67,899.07
KOSPI,20040305,905.38,-2.05,-0.23,907.21,909.08,904.01
KOSPI,20040304,907.43,11.62,1.3,898.16,908.82,896.76
KOSPI,20040303,895.81,-3.4,-0.38,897.49,900.44,895.52
KOSPI,20040302,899.21,15.79,1.79,892.57,899.99,892.38
KOSPI,20040227,883.42,18.56,2.15,865.51,883.42,861.86
KOSPI,20040226,864.86,-2.01,-0.23,870.31,873.15,861.77
KOSPI,20040225,866.87,2.28,0.26,865.22,870.03,862.97
KOSPI,20040224,864.59,-12.93,-1.47,872.45,876.71,864.34
KOSPI,20040223,877.52,0.03,0.0,874.93,881.43,867.99
KOSPI,20040220,877.49,-4.16,-0.47,875.76,879.63,872.42
KOSPI,20040219,881.65,4.55,0.52,880.68,884.89,874.75
KOSPI,20040218,877.1,-7.7,-0.87,889.23,890.51,877.1
KOSPI,20040217,884.8,3.52,0.4,884.15,888.73,880.87
KOSPI,20040216,881.28,-0.9,-0.1,879.23,885.65,876.56
KOSPI,20040213,882.18,4.23,0.48,876.06,883.35,870.08
KOSPI,20040212,877.95,1.61,0.18,882.04,882.39,872.27
KOSPI,20040211,876.34,9.54,1.1,870.54,877.72,870.24
KOSPI,20040210,866.8,2.03,0.23,866.06,869.62,862.85
KOSPI,20040209,864.77,14.54,1.71,860.9,866.87,859.58
KOSPI,20040206,850.23,9.31,1.11,842.16,853.58,839.43
KOSPI,20040205,840.92,5.42,0.65,835.77,842.44,834.73
KOSPI,20040204,835.5,-4.37,-0.52,838.52,842.6,834.7
KOSPI,20040203,839.87,-15.02,-1.76,853.13,853.13,837.63
KOSPI,20040202,854.89,6.39,0.75,850.28,855.43,847.74
KOSPI,20040130,848.5,-4.97,-0.58,854.21,859.13,846.05
KOSPI,20040129,853.47,-6.12,-0.71,851.7,854.82,847.98
KOSPI,20040128,859.59,-3.44,-0.4,860.37,869.21,859.08
KOSPI,20040127,863.03,-6.01,-0.69,873.61,873.61,860.88
KOSPI,20040126,869.04,7.67,0.89,867.65,871.94,861.82
KOSPI,20040120,861.37,4.57,0.53,854.03,864.26,853.05
KOSPI,20040119,856.8,8.85,1.04,854.96,859.34,851.34
KOSPI,20040116,847.95,2.29,0.27,853.67,854.46,845.4
KOSPI,20040115,845.66,-3.96,-0.47,849.02,852.19,841.84
KOSPI,20040114,849.62,1.19,0.14,847.27,855.29,844.55
KOSPI,20040113,848.43,-2.36,-0.28,855.42,855.45,844.82
KOSPI,20040112,850.79,5.52,0.65,843.96,853.5,840.11
KOSPI,20040109,845.27,21.12,2.56,835.42,849.5,835.05
KOSPI,20040108,824.15,-2.92,-0.35,831.1,839.28,824.15
KOSPI,20040107,827.07,3.64,0.44,826.08,831.07,825.23
KOSPI,20040106,823.43,-0.67,-0.08,831.26,831.26,819.53
KOSPI,20040105,824.1,2.84,0.35,817.28,825.43,816.55
KOSPI,20040102,821.26,10.55,1.3,816.26,821.87,813.63
KOSPI,20031230,810.71,18.27,2.31,802.5,811.89,800.15
KOSPI,20031229,792.44,3.59,0.46,779.24,792.44,779.24
KOSPI,20031226,788.85,-3.7,-0.47,791.39,794.78,786.11
KOSPI,20031224,792.55,-9.33,-1.16,808.41,808.58,792.37
KOSPI,20031223,801.88,-2.66,-0.33,809.9,812.75,801.62
KOSPI,20031222,804.54,-6.66,-0.82,809.57,815.55,804.53
KOSPI,20031219,811.2,3.7,0.46,814.89,817.5,809.17
KOSPI,20031218,807.5,7.41,0.93,803.6,808.94,797.46
KOSPI,20031217,800.09,-10.7,-1.32,816.98,817.39,799.82
KOSPI,20031216,810.79,-11.37,-1.38,807.32,817.56,804.17
KOSPI,20031215,822.16,16.08,1.99,821.62,824.26,814.73
KOSPI,20031212,806.08,14.95,1.89,806.42,810.68,801.33
KOSPI,20031211,791.13,-3.51,-0.44,797.12,805.81,791.13
KOSPI,20031210,794.64,7.29,0.93,774.53,794.64,774.04
KOSPI,20031209,787.35,2.55,0.32,790.52,793.13,784.6
KOSPI,20031208,784.8,-4.61,-0.58,780.23,791.77,777.08
KOSPI,20031205,789.41,-15.72,-1.95,802.71,802.86,789.41
KOSPI,20031204,805.13,-3.21,-0.4,805.1,809.68,800.31
KOSPI,20031203,808.34,0.56,0.07,807.17,816.02,801.08
KOSPI,20031202,807.78,0.39,0.05,813.49,813.95,806.3
KOSPI,20031201,807.39,11.21,1.41,796.36,811.49,790.8
KOSPI,20031128,796.18,14.5,1.85,783.17,797.07,783.17
KOSPI,20031127,781.68,-0.97,-0.12,783.13,784.86,776.4
KOSPI,20031126,782.65,14.54,1.89,769.76,783.8,769.3
KOSPI,20031125,768.11,14.46,1.92,768.1,770.28,761.98
KOSPI,20031124,753.65,-17.13,-2.22,765.82,769.6,752.14
KOSPI,20031121,770.78,1.33,0.17,764.12,777.96,762.36
KOSPI,20031120,769.45,-2.25,-0.29,775.19,778.1,763.67
